iter	MultiClass
263	0.181378769
264	0.180319987
265	0.1799167664
266	0.179084628
267	0.1780481777
268	0.1771401611
269	0.176534513
270	0.1754256902
271	0.1749003136
272	0.1741187161
273	0.17305756
274	0.1723525086
275	0.1713221663
276	0.170648051
277	0.1703561981
278	0.1691771526
279	0.1686630397
280	0.1680122069
281	0.1672036983
282	0.1665029228
283	0.1660411934
284	0.1656233826
285	0.1649286249
286	0.1640799995
287	0.1632426769
288	0.1626864948
289	0.1619101331
290	0.1612147207
291	0.160826461
292	0.1601238233
293	0.159741572
294	0.1589001146
295	0.1579492469
296	0.1573830493
297	0.1568208039
298	0.1562563779
299	0.1556760511
300	0.1551824547
301	0.1546836829
302	0.1535933578
303	0.1529137236
304	0.1523253666
305	0.1515952518
306	0.1507386418
307	0.1500961792
308	0.1494720052
309	0.1489429166
310	0.1482808967
311	0.1477465725
312	0.1471713812
313	0.1465870144
314	0.1460920436
315	0.1453634282
316	0.1445475297
317	0.143936931
318	0.1433981734
319	0.1424548311
320	0.1419309357
321	0.141255335
322	0.1405016403
323	0.1399310138
324	0.1391077268
325	0.1384474668
326	0.1379157126
327	0.1371814571
328	0.1365591937
329	0.1360393999
330	0.1357500021
331	0.1351308092
332	0.1347363926
333	0.1338912429
334	0.1331456922
335	0.1322586724
336	0.1319687266
337	0.1314122275
338	0.1312263235
339	0.1309700665
340	0.130402197
341	0.1299989845
342	0.1293413228
343	0.1289693988
344	0.1285954176
345	0.1278970217
346	0.1273542007
347	0.1268295467
348	0.1262201206
349	0.125853477
350	0.125370854
351	0.1247916839
352	0.124486218
353	0.123817637
354	0.1234461657
355	0.1230260443
356	0.1228500526
357	0.1222941961
358	0.1217505112
359	0.1211419783
360	0.1209017054
361	0.1202999666
362	0.1198529736
363	0.1193245221
364	0.1187652638
365	0.1184986855
366	0.1180854015
367	0.1176484221
368	0.1170963028
369	0.116655213
370	0.1162538748
371	0.1158872651
372	0.1153444819
373	0.1147173422
374	0.1141662093
375	0.113674244
376	0.1133070043
377	0.1128052554
378	0.1125204643
379	0.1120473036
380	0.1116762638
381	0.1110346315
382	0.1104647365
383	0.1102282316
384	0.1097858571
385	0.1094242257
386	0.1090869951
387	0.1086204522
388	0.1080281611
389	0.107651697
390	0.1074480945
391	0.1070382103
392	0.1066735891
393	0.1064491294
394	0.1060997381
395	0.1058595877
396	0.1054628494
397	0.105023493
398	0.1045971599
399	0.104342046
400	0.1040594398
401	0.103630911
402	0.1033797628
403	0.1030707907
404	0.1025643879
405	0.1024357297
406	0.1019610284
407	0.1016429583
408	0.1012098202
409	0.1006918045
410	0.1005003134
411	0.1002221677
412	0.09997496891
413	0.09963907319
414	0.09932091562
415	0.09914627595
416	0.09885891588
417	0.09861728707
418	0.09848208368
419	0.09795234961
420	0.09761669689
421	0.09730347426
422	0.0969534402
423	0.09669572567
424	0.09640870932
425	0.09622455693
426	0.0959067518
427	0.09556290693
428	0.09530064948
429	0.09500338087
430	0.09470888477
431	0.09423146849
432	0.09382326099
433	0.09356936737
434	0.09333110766
435	0.09300308743
436	0.09278144581
437	0.0924363949
438	0.09214984206
439	0.09186582012
440	0.09161486971
441	0.09131606192
442	0.09096616645
443	0.09075174073
444	0.09055197288
445	0.09012805238
446	0.08974540175
447	0.08951124928
448	0.08928532926
449	0.08899858858
450	0.08856410239
451	0.0881814977
452	0.08795580133
453	0.08774711647
454	0.08739534833
455	0.08704189291
456	0.08671827697
457	0.08635778155
458	0.08606285639
459	0.08571632296
460	0.08527113806
461	0.08509362091
462	0.08476660291
463	0.08452323256
464	0.08416388425
465	0.08375962346
466	0.0833777471
467	0.08315076531
468	0.08289950979
469	0.08264723119
470	0.08230230391
471	0.08216514796
472	0.08202510733
473	0.08186126192
474	0.08155739889
475	0.08117408528
476	0.08097407246
477	0.08080740569
478	0.08055894049
479	0.08022114545
480	0.0799600892
481	0.07972981533
482	0.07959337934
483	0.07925501163
484	0.07894436105
485	0.07870643054
486	0.0784924409
487	0.07820905961
488	0.07803799735
489	0.07781693509
490	0.07753385687
491	0.07738113298
492	0.07701366264
493	0.07677301883
494	0.07660237813
495	0.07639576366
496	0.07612765063
497	0.07573791777
498	0.07550861529
499	0.07525038561
500	0.07489793675
501	0.07456250287
502	0.0743271814
503	0.07403506456
504	0.07374926988
505	0.07350256804
506	0.07319695721
507	0.07294519267
508	0.07263083899
509	0.07243406656
510	0.07222999618
511	0.07194171781
512	0.0717939837
513	0.07159667585
514	0.07127965072
515	0.07102717982
516	0.07086843551
517	0.07055806684
518	0.07029990475
519	0.07003364074
520	0.06978563075
521	0.06962516928
522	0.06943072037
523	0.06921946239
524	0.06897648173
525	0.06876910382
526	0.06857089254
527	0.06836993047
528	0.06824196763
529	0.06806908482
530	0.06790529141
531	0.06768906992
532	0.06736920049
533	0.0672103439
534	0.06707380421
535	0.06689462133
536	0.06664968613
537	0.06641215693
538	0.06625365084
539	0.06609919189
540	0.06597560301
541	0.06587973083
542	0.06567956983
543	0.06551410703
544	0.06530631327
545	0.06515115157
546	0.06494466799
547	0.06475522568
548	0.0645124327
549	0.06432050609
550	0.06408354825
551	0.06398172286
552	0.0637785051
553	0.06344295329
554	0.0632280178
555	0.06301277895
556	0.06291480467
557	0.06280431823
558	0.06261697881
559	0.0624610024
560	0.06231897803
561	0.06214614578
562	0.06196461998
563	0.06181855866
564	0.06165221615
565	0.06148990065
566	0.06130553675
567	0.06123661163
568	0.06108345946
569	0.06092140133
570	0.06070071029
571	0.0605145123
572	0.06024985741
573	0.06005005643
574	0.0599397541
575	0.05975908275
576	0.05969027205
577	0.05952445504
578	0.05931716423
579	0.05917578524
580	0.05894156342
581	0.05877542083
582	0.05857042879
583	0.05838578733
584	0.05828988623
585	0.05811897309
586	0.05796761708
587	0.05788173127
588	0.05774080031
589	0.05761462213
590	0.05748477165
591	0.05729100493
592	0.05712132628
593	0.05696927768
594	0.05687551012
595	0.05669131265
596	0.0564972162
597	0.05634238567
598	0.05609476112
599	0.05585329623
600	0.05574222895
601	0.05559762602
602	0.05547911229
603	0.0553485633
604	0.05517038995
605	0.05496937251
606	0.05482861756
607	0.05476396988
608	0.05465823313
609	0.05448057027
610	0.05436450415
611	0.05417773722
612	0.05408018893
613	0.05397569957
614	0.05384304299
615	0.05369994953
616	0.05356122441
617	0.05344312808
618	0.05329335587
619	0.05316993251
620	0.05307664998
621	0.05293615776
622	0.05275906883
623	0.05264750265
624	0.05251000691
625	0.05234870184
626	0.05227857765
627	0.05212680507
628	0.05198566057
629	0.05184034988
630	0.05172164575
631	0.05159972237
632	0.05150657548
633	0.05137334558
634	0.05117843267
635	0.05105126031
636	0.05097812915
637	0.05080717354
638	0.05076398192
639	0.05067743994
640	0.05056498135
641	0.05039756043
642	0.0502464082
643	0.05012390488
644	0.0499823048
645	0.04982645582
646	0.04969658571
647	0.04958508726
648	0.04951856516
649	0.04941394471
650	0.0492651227
651	0.04909374435
652	0.04897378981
653	0.04888180556
654	0.04871326039
655	0.04853490245
656	0.04839876928
657	0.04828931412
658	0.04818331207
659	0.04806015359
660	0.04791208049
661	0.04785408803
662	0.04779528166
663	0.04770079232
664	0.04761387961
665	0.04750993868
666	0.0474193575
667	0.04731670639
668	0.04724347239
669	0.04707662199
670	0.0469090952
671	0.04676678867
672	0.04670536756
673	0.04660718012
674	0.04654954442
675	0.04643646471
676	0.04632891858
677	0.04619334658
678	0.04606998936
679	0.04599367236
680	0.04588237423
681	0.04570838044
682	0.0455461997
683	0.04544221448
684	0.04531989731
685	0.04519945908
686	0.04506032418
687	0.04496862834
688	0.04486387872
689	0.04474101231
690	0.04464275688
691	0.04447885707
692	0.04441759091
693	0.04427845415
694	0.04417963873
695	0.04407573711
696	0.04396281407
697	0.0438721811
698	0.04378416959
699	0.0436777538
700	0.04358701887
701	0.04342922296
702	0.04333800963
703	0.04320848467
704	0.04312649736
705	0.04300016762
706	0.04289456406
707	0.04275488412
708	0.04265292625
709	0.04255145987
710	0.04244949509
711	0.04234710671
712	0.04229293609
713	0.04220702814
714	0.04209182667
715	0.04200008455
716	0.04192358147
717	0.04188891698
718	0.04178805836
719	0.04164305211
720	0.04157367378
721	0.04147472691
722	0.04134295538
723	0.04127208953
724	0.04119105712
725	0.04107572042
726	0.04094623427
727	0.04086559779
728	0.04075858067
729	0.04065683149
730	0.04052881127
731	0.04044540691
732	0.04035575178
733	0.04030208304
734	0.04020220833
735	0.04010794738
736	0.04004220309
737	0.03996362352
738	0.03991071892
739	0.0398536219
740	0.03975384068
741	0.03970082049
742	0.03957245339
743	0.03951507405
744	0.03943393026
745	0.03934542669
746	0.03926803737
747	0.03921553575
748	0.0390957866
749	0.03900265995
750	0.03892903631
751	0.03882033453
752	0.03871774908
753	0.03869911131
754	0.03858226845
755	0.03847629172
756	0.03842148581
757	0.03834613979
758	0.03830834024
759	0.03826348788
760	0.03817342669
761	0.03808047802
762	0.03802883926
763	0.03794606886
764	0.0378559279
765	0.03778505137
766	0.03769589369
767	0.03762822806
768	0.03755641853
769	0.03745454834
770	0.03735496648
771	0.0372897626
772	0.03722867396
773	0.03714405731
774	0.0371003062
775	0.03699524617
776	0.03690159515
777	0.03684117504
778	0.03674728232
779	0.03668547598
780	0.03661748325
781	0.03655493411
782	0.03646414115
783	0.03640653187
784	0.03632866369
785	0.03628695519
786	0.0362074203
787	0.0361136512
788	0.03603115098
789	0.03594251734
790	0.03589871793
791	0.03579655306
792	0.03573303203
793	0.03569032849
794	0.03562646105
795	0.03553438947
796	0.03543992687
797	0.03537198693
798	0.03531441509
799	0.03523548749
800	0.03516423902
801	0.03508055853
802	0.03500352884
803	0.03495338643
804	0.03486715947
805	0.03477350276
806	0.03469928893
807	0.03465889768
808	0.03458730574
809	0.03447426898
810	0.03442113429
811	0.03436768059
812	0.03428435255
813	0.03422575983
814	0.03414395727
815	0.0340542513
816	0.03398570418
817	0.03391015905
818	0.03381942739
819	0.03371580386
820	0.03365683134
821	0.03357352016
822	0.03352376001
823	0.03343408103
824	0.03335115907
825	0.0333006073
826	0.03325356338
827	0.03319781094
828	0.03315152733
829	0.0330788059
830	0.03299948946
831	0.03293746325
832	0.03287354171
833	0.03276604332
834	0.03269963495
835	0.03262129638
836	0.03254073056
837	0.03248653867
838	0.03243530309
839	0.03239970865
840	0.03232749375
841	0.03226373245
842	0.03223020236
843	0.03218663985
844	0.03214836777
845	0.03209157791
846	0.03201651402
847	0.03196374553
848	0.03189393592
849	0.03178955074
850	0.03170769256
851	0.03165818248
852	0.03160663565
853	0.03155773791
854	0.0314810869
855	0.0314046747
856	0.03131534061
857	0.03126876039
858	0.03122144566
859	0.03113639381
860	0.0310652285
861	0.03100118825
862	0.03094953605
863	0.03089323916
864	0.03082586615
865	0.0307587714
866	0.03066013816
867	0.0306257491
868	0.03055227548
869	0.03048466995
870	0.03041976636
871	0.03034793541
872	0.03029994724
873	0.030236581
874	0.03018352002
875	0.03012634392
876	0.0300711356
877	0.0300038899
878	0.02995640895
879	0.02992950539
880	0.0298850868
881	0.02983095711
882	0.02975034243
883	0.02969908248
884	0.02966281496
885	0.02962286367
886	0.0295692708
887	0.02950622974
888	0.02943889853
889	0.02938523019
890	0.02933582311
891	0.02926612537
892	0.02921830554
893	0.02917221859
894	0.02911884448
895	0.02908431007
896	0.02901510976
897	0.02898231049
898	0.02893745294
899	0.0289255017
900	0.02890462322
901	0.02884928998
902	0.02879550408
903	0.0287433538
904	0.02868007539
905	0.02863749824
906	0.02859730689
907	0.02854664516
908	0.02847784216
909	0.02843694034
910	0.02838323092
911	0.02832350186
912	0.02828105077
913	0.02823150688
914	0.02815763431
915	0.02812126152
916	0.02806992921
917	0.02800560337
918	0.02794959678
919	0.02790740632
920	0.02784713557
921	0.0278026424
922	0.02774934736
923	0.02769287277
924	0.02764996336
925	0.02759499632
926	0.02752890395
927	0.02747061413
928	0.02743233508
929	0.02736831213
930	0.02733106312
931	0.02730457721
932	0.02726858822
933	0.02721460062
934	0.02715581049
935	0.02712680063
936	0.02709835352
937	0.027048991
938	0.02700617882
939	0.02697119718
940	0.02694269469
941	0.02687344936
942	0.0268369652
943	0.02680104221
944	0.02676779113
945	0.02673188623
946	0.02669803765
947	0.02663860964
948	0.02658757991
949	0.02653764034
950	0.02650295092
951	0.02647966122
952	0.02644047788
953	0.02641529014
954	0.02637044952
955	0.02630898417
956	0.02626384961
957	0.02621482196
958	0.02616818441
959	0.0261234664
960	0.02606132821
961	0.02602124014
962	0.02598876579
963	0.0259578193
964	0.0259300877
965	0.02589398808
966	0.02584996244
967	0.02580846707
968	0.0257595885
969	0.02571332048
970	0.02565181429
971	0.02562466879
972	0.02557938033
973	0.02553257317
974	0.02550696353
975	0.02546710964
976	0.02544714773
977	0.02542272704
978	0.02538290794
979	0.02534858007
980	0.02530128923
981	0.02525694438
982	0.02522706779
983	0.02516886524
984	0.02511155827
985	0.02508052796
986	0.02503672419
987	0.02499884262
988	0.02494492956
989	0.02491151329
990	0.02487151387
991	0.02483067553
992	0.02478218208
993	0.02475253086
994	0.02469579495
995	0.02466494038
996	0.02463391083
997	0.02456893098
998	0.02452308602
999	0.0244721169
